handleId,fieldType,name,description,productImageUrl,collection,sku,ribbon,price,surcharge,visible,discountMode,discountValue,inventory,weight,cost,productOptionName1,productOptionType1,productOptionDescription1,productOptionName2,productOptionType2,productOptionDescription2,productOptionName3,productOptionType3,productOptionDescription3,productOptionName4,productOptionType4,productOptionDescription4,productOptionName5,productOptionType5,productOptionDescription5,productOptionName6,productOptionType6,productOptionDescription6,additionalInfoTitle1,additionalInfoDescription1,additionalInfoTitle2,additionalInfoDescription2,additionalInfoTitle3,additionalInfoDescription3,additionalInfoTitle4,additionalInfoDescription4,additionalInfoTitle5,additionalInfoDescription5,additionalInfoTitle6,additionalInfoDescription6,customTextField1,customTextCharLimit1,customTextMandatory1,customTextField2,customTextCharLimit2,customTextMandatory2,brand
prince-foods-10044,Product,Prince Foods Dates & Carrot Cake 150g,"Prince Foods Soft, moist, and naturally sweet with carrots and premium dates – a perfect anytime treat.",96bfc4_cff74f88b122464791d355289ad3ddf3~mv2.jpeg,Frozen ;Frozen Ready to Heat Curries & Snacks,,,1.49,,true,PERCENT,0.0,InStock,,,FROZEN,DROP_DOWN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-10044,Variant,,,,,1,,,,true,,,InStock,0.15,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-10045,Product,Prince Foods Pesahappam with Pesahamilk kit 600g x 16,"Prince Foods Pesaha Appam &amp; Milk Kit is a traditional Maundy Thursday essential, prepared with care for your family’s Holy Week observance.",96bfc4_538f66143abd4e9986254dc9e41e325c~mv2.jpeg,Frozen ;Frozen Ready to Heat Curries & Snacks,,,3.99,,true,PERCENT,0.0,InStock,,,FROZEN,DROP_DOWN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-10045,Variant,,,,,1,,,,true,,,OutOfStock,0.6,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-10046,Product,Prince Foods Poori with potato curry 350g x 14,Prince Foods Ready-to-fry fluffy poori served with mildly spiced potato curry – a quick and tasty South Indian meal for two.,96bfc4_4c53f06747d547249b97daa1c539a8f9~mv2.jpeg,Frozen ;Frozen Ready to Heat Curries & Snacks,,,1.49,,true,PERCENT,0.0,InStock,,,FROZEN,DROP_DOWN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-10046,Variant,,,,,1,,,,true,,,InStock,0.35,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-10047,Product,Prince Foods Sweet Bonda 454g,"Prince Foods Crispy on the outside, soft and sweet inside – made with ripe banana for an authentic South Indian treat.",96bfc4_3b1bcf00b8d04cf0b89ab3b342fb1918~mv2.jpeg,Frozen ;Frozen Ready to Heat Curries & Snacks,,,1.79,,true,PERCENT,0.0,InStock,,,FROZEN,DROP_DOWN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-10047,Variant,,,,,1,,,,true,,,OutOfStock,0.454,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-10048,Product,Prince Foods Unnakaya 454g,"Prince Foods A sweet, crispy snack made with ripe banana, coconut, and jaggery – a Malabar delicacy you’ll love.",96bfc4_c353ab6a6e894e749dc641005478b22a~mv2.jpeg,Frozen ;Frozen Ready to Heat Curries & Snacks,,,1.99,,true,PERCENT,0.0,InStock,,,FROZEN,DROP_DOWN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-10048,Variant,,,,,1,,,,true,,,OutOfStock,0.454,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-10049,Product,Prince Foods Paal Kappa 400g,"Prince Foods A sweet, crispy snack made with ripe banana, coconut, and jaggery – a Malabar delicacy you’ll love.",96bfc4_3af8890377a9448c9eeb5bb0b08b2ade~mv2.jpeg,Frozen ;Frozen Ready to Heat Curries & Snacks,,,1.99,,true,PERCENT,0.0,InStock,,,FROZEN,DROP_DOWN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-10049,Variant,,,,,1,,,,true,,,InStock,0.4,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-300005,Product,Prince Foods Crunchy Rusk,"Prince Foods Crunchy Rusk is a delicious, crispy biscuit made with quality ingredients, perfect for dipping in tea or enjoying as a snack. Its crunchy texture and lightly sweet flavor make it an ideal companion for any time of the day.",96bfc4_4a444d20c8314043831d5a83810adc8e~mv2.jpeg,Bakery;Cakes & Sweets Dry,,,1.49,,true,PERCENT,0.0,InStock,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-1,Product,Prince Foods Catering Porotta 900g,"Prince Foods Catering Porotta is a delicious, freshly made Porotta, a popular South Indian flatbread known for its crispy layers and soft texture",96bfc4_fe87487ed87443dda813371e9b06ec6d~mv2.jpg,Frozen ;Frozen Flatbreads,,,2.89,,true,PERCENT,0.0,InStock,,,FROZEN,DROP_DOWN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-1,Variant,,,,,1,,,,true,,,InStock,0.9,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-2,Product,Prince Foods Cut Rotti (Box) 350g,"Prince Foods Cut Rotti is a beloved South Indian delicacy made from soft, flaky parotta-style flatbread, sliced into small, bite-sized pieces",96bfc4_2beeb37ade96418e8a974d6d2e35e701~mv2.jpg,Frozen ;Frozen Flatbreads,,Buy 1 Get 1 Free!,2.39,,true,PERCENT,0.0,InStock,,,FROZEN,DROP_DOWN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-2,Variant,,,,,1,,,,true,,,InStock,0.35,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-3,Product,Prince Foods Cut Rotti Bulk 2.5kg,"Prince Foods Cut Rotti Bulk is a beloved South Indian delicacy made from soft, flaky parotta-style flatbread, sliced into small, bite-sized pieces, Ideal for family gatherings, parties, or large meals",96bfc4_813b6b7da98a48be95246a77135f2a86~mv2.png,Frozen ;Frozen Flatbreads,,,6.49,,true,PERCENT,0.0,InStock,,,FROZEN,DROP_DOWN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-3,Variant,,,,,1,,,,true,,,InStock,2.5,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-4,Product,Prince Foods Family Pack Paratha 1.6kg,"Prince Foods Family Pack Paratha brings the authentic taste of soft, flaky, and golden-brown parathas,Ideal for family gatherings, parties, or large meals.",96bfc4_f1578baab95641a2b8668aae89b75276~mv2.jpg,Frozen ;Frozen Flatbreads,,,3.99,,true,PERCENT,0.0,InStock,,,FROZEN,DROP_DOWN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-4,Variant,,,,,1,,,,true,,,InStock,1.6,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-5,Product,Prince Foods Malabar Porotta 300g,"Prince Foods Malabar Porotta is a classic South Indian specialty, renowned for its soft, flaky layers and irresistible texture, this delicious flatbread brings the authentic taste of Kerala to your table.",96bfc4_c3583d489e744d01870c0069a616f4c5~mv2.jpg,Frozen ;Frozen Flatbreads,,Buy 1 Get 1 Free!,2.39,,true,PERCENT,0.0,InStock,,,FROZEN,DROP_DOWN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-5,Variant,,,,,1,,,,true,,,InStock,0.3,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-6,Product,Prince Foods Multipack Malabar Porotta 900g,"Prince Foods Multipack Malabar Porotta offers the authentic taste of Kerala in a convenient, family-friendly pack",96bfc4_d729aed744e0417092cab378398825dc~mv2.jpg,Frozen ;Frozen Flatbreads,,,3.49,,true,PERCENT,0.0,InStock,,,FROZEN,DROP_DOWN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-6,Variant,,,,,1,,,,true,,,InStock,0.9,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-7,Product,Prince Foods Multipack Porotta 1.4kg,"Prince Foods Multipack Porotta brings the authentic taste of freshly made, soft, and flaky porottas to your home in a convenient, family-sized pack",96bfc4_fcd1348e14534429a4d0604c67734aee~mv2.jpg,Frozen ;Frozen Flatbreads,,,4.49,,true,PERCENT,0.0,InStock,,,FROZEN,DROP_DOWN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-7,Variant,,,,,1,,,,true,,,InStock,1.4,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-8,Product,Prince Foods Nadan Chappathi 400g,Prince Foods Nadan Chapathi brings the authentic taste of traditional Kerala-style chapathi straight to your table,96bfc4_0701ebb8d88146229e477db7d38faf56~mv2.jpg,Frozen ;Frozen Flatbreads,,Buy 1 Get 1 Free!,1.99,,true,PERCENT,0.0,InStock,,,FROZEN,DROP_DOWN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-8,Variant,,,,,1,,,,true,,,InStock,0.4,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-9,Product,Prince Foods Nool Porotta 350g,"Prince Foods Nool Porotta offers an authentic taste of Kerala’s beloved street food in the comfort of your home. Nool Porotta, known for its distinct, thread-like texture.",96bfc4_e66c0a20a37c4b028920325144551d90~mv2.jpg,Frozen ;Frozen Flatbreads,,Buy 1 Get 1 Free!,2.59,,true,PERCENT,0.0,InStock,,,FROZEN,DROP_DOWN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-9,Variant,,,,,1,,,,true,,,InStock,0.35,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-10,Product,Prince Foods Multipack Nool Porotta 1.4kg,"Prince Foods Multipack Nool Porotta brings the authentic taste of Kerala’s famous, thread-like flatbread in a convenient, ready-to-use multipack",96bfc4_43faf4b3b423497db3b97d5bb0d479cc~mv2.jpg,Frozen ;Frozen Flatbreads,,,4.99,,true,PERCENT,0.0,InStock,,,FROZEN,DROP_DOWN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-10,Variant,,,,,1,,,,true,,,InStock,1.4,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-11,Product,Prince Foods Porotta 350g,"Prince Foods Porotta is a premium, flatbread solution crafted for events and gatherings. Made from high-quality maida flour, this porotta follows the rich culinary traditions of Southern India, particularly Kerala.",96bfc4_64c178ecbfba459b86a646819d5b92a4~mv2.jpg,Frozen ;Frozen Flatbreads,,Buy 1 Get 1 Free!,2.49,,true,PERCENT,0.0,InStock,,,FROZEN,DROP_DOWN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-11,Variant,,,,,1,,,,true,,,InStock,0.35,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-12,Product,Prince Foods Sri Lankan Cut Rotti 1kg,"Prince Foods Sri Lankan Cut Rotti brings the authentic flavors of Sri Lanka straight to your kitchen.The ""cut"" style refers to the way the rotti is sliced into pieces, making it easy to serve and enjoy with your favorite dishes, or as a stand-alone treat.",96bfc4_fb9a501b8eba45538874c50ddd4977e6~mv2.jpg,Frozen ;Frozen Flatbreads,,,2.99,,true,PERCENT,0.0,InStock,,,FROZEN,DROP_DOWN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-12,Variant,,,,,1,,,,true,,,InStock,1.0,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-13,Product,Prince Foods Sri Lankan Veech Rotti 350g,"Prince Foods Sri Lankan Veech Rotti is made with a unique preparation method that results in a soft, slightly crispy outer layer and a tender, airy interior. The name “Veech” refers to the way the dough is expertly stretched and layered.",96bfc4_844f8df58c7c40e4a92f095f7f8d894c~mv2.jpg,Frozen ;Frozen Flatbreads,,,2.59,,true,PERCENT,0.0,InStock,,,FROZEN,DROP_DOWN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-13,Variant,,,,,1,,,,true,,,InStock,0.35,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-14,Product,Prince Foods Stuffed Rotti Coconut 400g,"Prince Foods Stuffed Rotti Coconut offers a delicious and authentic Sri Lankan treat, combining soft, flaky rotti with a flavorful coconut filling.",96bfc4_95fbe6f2a50e4b9f90976bb3cb09fbe4~mv2.jpg,Frozen ;Frozen Flatbreads,,Buy 1 Get 1 Free!,2.99,,true,PERCENT,0.0,InStock,,,FROZEN,DROP_DOWN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-14,Variant,,,,,1,,,,true,,,OutOfStock,0.4,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-15,Product,Prince Foods Stuffed Rotti Onion 400g,"Prince Foods Stuffed Rotti Onion brings a delicious and aromatic twist to the traditional Sri Lankan rotti, with a savory onion filling that adds rich flavor and depth",96bfc4_a794a375798f4b31bbf4dadb04b93450~mv2.png,Frozen ;Frozen Flatbreads,,Buy 1 Get 1 Free!,2.99,,true,PERCENT,0.0,InStock,,,FROZEN,DROP_DOWN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-15,Variant,,,,,1,,,,true,,,InStock,0.4,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-16,Product,Prince Foods Wheat Porotta 350g,"Prince Foods Wheat Porotta offers a healthier twist on the traditional Kerala porotta, made with whole wheat flour for a wholesome, nutty flavor.",96bfc4_3031b15d81d04036978f0c592c0f41ba~mv2.jpeg,Frozen ;Frozen Flatbreads,,Buy 1 Get 1 Free!,2.59,,true,PERCENT,0.0,InStock,,,FROZEN,DROP_DOWN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-16,Variant,,,,,1,,,,true,,,InStock,0.35,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-10000,Product,Prince Foods Aviyal Curry 454g,"Prince Foods Aviyal Curry brings the authentic taste of Kerala’s traditional vegetable stew right to your table. This flavorful dish features a rich, aromatic blend of fresh, seasonal vegetables, slow-cooked in a creamy coconut gravy, with a perfect balance of spices, herbs, and a hint of tanginess from yogurt or tamarind.",96bfc4_d8f5942753cd44b4a32529f46daf717c~mv2.jpg,Frozen ;Frozen Ready to Heat Curries & Snacks,,,1.99,,true,PERCENT,0.0,InStock,,,FROZEN,DROP_DOWN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-10000,Variant,,,,,1,,,,true,,,InStock,0.454,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-10001,Product,Prince Foods Banana Flower Vazha Kodappan Thoran 454g,"Prince Foods Banana Flower Thoran is a traditional Kerala-style dish made from tender banana flowers, known for their unique flavor and texture. In this dish, the banana flowers are finely chopped, sautéed with aromatic spices, and mixed with coconut, making it a flavorful, nutritious, and light side dish.",96bfc4_3af66c0d36a043ffbb20675fff37b5fb~mv2.jpeg,Frozen ;Frozen Ready to Heat Curries & Snacks,,,2.29,,true,PERCENT,0.0,InStock,,,FROZEN,DROP_DOWN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-10001,Variant,,,,,1,,,,true,,,InStock,0.454,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-10002,Product,Prince Foods Banana Fry 1kg,"Prince Foods Banana Fry Family Pack offers a delicious, crispy, and flavorful way to enjoy the unique taste of raw banana, a beloved ingredient in South Indian cuisine. Sliced and seasoned with a perfect blend of spices, the banana pieces are shallow-fried to golden perfection, resulting in a crispy exterior and a soft, tender interior.",96bfc4_0910beb38e19442aa8d5bad1766c9c78~mv2.jpeg,Frozen ;Frozen Ready to Heat Curries & Snacks,,,3.99,,true,PERCENT,0.0,InStock,,,FROZEN,DROP_DOWN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-foods-10002,Variant,,,,,1,,,,true,,,InStock,1.0,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
